f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__criterion
0.5100599978159196,0.6483701366982124,0.22159222428212363,0.7737280982238608,483,30.0,5,19,0.32929131115928567,60.0,gini
0.5100599978159196,0.6483701366982124,0.20674042832769135,0.8111500383333824,379,25.0,29,28,0.09180665632829021,18.0,entropy
0.5100599978159196,0.6483701366982124,0.22262996404268737,0.775267574672498,311,1.0,11,47,0.37555784666771935,18.0,gini
0.5100599978159196,0.6483701366982124,0.21674543508539504,0.7945820718009862,724,1.0,47,16,0.1853180206651719,55.0,gini
0.5100599978159196,0.6483701366982124,0.2245144117834621,0.7636862821488266,965,7.0,47,41,0.420643118802218,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2232766647709508,0.7679094469866392,655,,32,32,0.377990485885341,10.0,entropy
0.5100599978159196,0.6483701366982124,0.20235297147516518,0.825824087700416,931,30.0,56,22,0.06389065581949782,47.0,entropy
0.5100599978159196,0.6483701366982124,0.21569181607111051,0.7976982717095757,448,7.0,32,25,0.18172429578074423,35.0,entropy
0.5100599978159196,0.6483701366982124,0.22745975790875292,0.7125886083604797,552,21.0,35,4,0.4752971103952149,26.0,gini
0.5100599978159196,0.6483701366982124,0.21346512990026142,0.805196972914051,414,30.0,44,7,0.15163119139548237,18.0,entropy
0.5106667244683248,0.6486330178759201,0.20460068872334775,0.8235351606451958,207,13.0,38,60,0.06674650995587428,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21877240457042602,0.7711915488665269,104,7.0,41,35,0.30282816060187956,60.0,entropy
0.5100599978159196,0.6483701366982124,0.2277243385034699,0.6732363891757857,379,23.0,8,1,0.48928887325279863,18.0,entropy
0.6616367160273195,0.7236067297581493,0.18186475880506223,0.8488784842445142,931,9.0,8,56,0.013138021108433262,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22035182616172758,0.7732985451259181,138,15.0,60,35,0.2948618644766111,,gini
0.5100599978159196,0.6483701366982124,0.22713022699644153,0.7391457516776676,862,17.0,23,47,0.4772619087093559,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21752690663377955,0.793027985115163,345,27.0,29,56,0.22571122079187877,35.0,entropy
0.5182470807918306,0.6519453207150369,0.20105977412034745,0.826220407055515,655,3.0,17,47,0.05547748147424364,55.0,gini
0.5106667244683248,0.6486330178759201,0.209678208165877,0.826465810541525,793,3.0,41,56,0.023525498812331347,2.0,entropy
0.5100599978159196,0.6483701366982124,0.21586378078697782,0.7957710419909614,207,13.0,8,53,0.1676069605593168,2.0,entropy
0.5100599978159196,0.6483701366982124,0.20266652840630556,0.8248347624610652,724,,23,41,0.06742160293783778,,gini
0.5100599978159196,0.6483701366982124,0.2275000408025342,0.7281316030997274,758,19.0,8,19,0.4878151627865697,51.0,gini
0.6033287764195966,0.6923238696109358,0.19270705872717647,0.8383359613977406,173,3.0,20,60,0.018446874022254978,,entropy
0.5100599978159196,0.6483701366982124,0.2174032942135053,0.7941456803845599,896,11.0,50,7,0.21148145532716317,2.0,entropy
0.5105454398673025,0.6485804416403785,0.20962113103975372,0.8252175870493694,1000,7.0,50,10,0.026381591615795785,2.0,entropy
0.5100599978159196,0.6483701366982124,0.21442047440591203,0.797549859586527,621,17.0,11,47,0.1782564534963555,6.0,entropy
0.5100599978159196,0.6483701366982124,0.22738510381035282,0.7269884945049019,414,17.0,35,28,0.47771371920199596,2.0,gini
0.5100599978159196,0.6483701366982124,0.21193498145522338,0.8076514685119198,345,3.0,56,38,0.1288094890740244,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21945826857359205,0.7814754038293807,483,17.0,50,38,0.3078619052876401,18.0,gini
0.5100599978159196,0.6483701366982124,0.22429748961343304,0.7585719898401018,896,3.0,20,16,0.41648447382304565,14.0,gini
0.5100599978159196,0.6483701366982124,0.21906643287928246,0.7746476459403862,138,3.0,53,44,0.30441668524915666,2.0,entropy
0.5708003044742156,0.6762881177707676,0.19515505071269304,0.8361167148679205,414,,38,38,0.03466856826481829,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21314098208173,0.7997522770630575,931,21.0,38,16,0.17362913785241307,,entropy
0.5100599978159196,0.6483701366982124,0.2155546091284878,0.7908082111618429,414,3.0,26,56,0.21073969942373272,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22191546695848363,0.7731781288847469,689,7.0,11,44,0.3579400490027385,22.0,entropy
0.5100599978159196,0.6483701366982124,0.21864639127634153,0.7788444820395687,173,17.0,38,7,0.25885170250291323,2.0,entropy
0.5100599978159196,0.6483701366982124,0.2174817656663167,0.7889688732352289,689,30.0,47,7,0.22715187222756916,2.0,gini
0.5100599978159196,0.6483701366982124,0.22776787736821394,0.6516601182088223,758,17.0,32,56,0.49172079510602706,6.0,gini
0.5100599978159196,0.6483701366982124,0.2175553196873333,0.7841066044867906,586,11.0,14,35,0.2633540227133499,60.0,gini
0.5100599978159196,0.6483701366982124,0.22149583460947808,0.7753609650060449,517,23.0,38,47,0.3570928774435844,35.0,gini
0.5100599978159196,0.6483701366982124,0.21838278676290482,0.7834153705224048,448,,38,60,0.2727842908101838,51.0,gini
0.5100599978159196,0.6483701366982124,0.22517183110673453,0.7502509080898957,448,9.0,47,22,0.42810153965906605,2.0,gini
0.5100599978159196,0.6483701366982124,0.21539504403962834,0.7898850684782424,138,9.0,8,22,0.19391207423701695,31.0,gini
0.6323505565054568,0.7072029442691903,0.18633669691718477,0.843300113816779,242,27.0,53,32,0.019159254719390617,14.0,entropy
0.5100599978159196,0.6483701366982124,0.21300815060651995,0.799734926648607,827,9.0,2,60,0.1641218156221233,22.0,gini
0.5100599978159196,0.6483701366982124,0.22577634084819145,0.7553157559610737,827,1.0,35,10,0.43342807803849215,39.0,gini
0.5100599978159196,0.6483701366982124,0.2042525108683194,0.8212959326457638,586,30.0,60,53,0.07725762420409965,26.0,gini
0.5100599978159196,0.6483701366982124,0.21449516922307307,0.795504935616989,793,9.0,44,1,0.1756521558741943,26.0,gini
0.5100599978159196,0.6483701366982124,0.213159057767459,0.8011211168535741,552,,23,10,0.15578328061458485,35.0,entropy
0.5100599978159196,0.6483701366982124,0.22096478846783735,0.7609299911868139,69,1.0,53,28,0.3551167614119958,10.0,gini
0.6743818550234875,0.7294952681388013,0.18172970993898474,0.8405502792458878,35,5.0,35,60,0.00840440201273035,22.0,gini
0.5100599978159196,0.6483701366982124,0.21949226571729305,0.7865996020001644,965,11.0,35,16,0.28169933928871976,6.0,gini
0.5100599978159196,0.6483701366982124,0.2233965568209377,0.7597976917425704,138,17.0,20,16,0.3854279469953318,22.0,entropy
0.5100599978159196,0.6483701366982124,0.21164478271106718,0.8135084094827787,138,1.0,26,25,0.059008214675017545,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2232998326125051,0.7704485607134044,276,3.0,60,7,0.35496506333663214,35.0,entropy
0.5100599978159196,0.6483701366982124,0.22408774376010668,0.7660052965929072,655,25.0,11,28,0.4114698208149486,35.0,gini
0.5100599978159196,0.6483701366982124,0.221774635683972,0.7755011565972993,517,9.0,17,28,0.3607486585537704,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22719518107379943,0.7241001233613256,689,7.0,14,16,0.4780967642889871,60.0,gini
0.5100599978159196,0.6483701366982124,0.21740854878278698,0.7910699102153034,311,27.0,11,1,0.2379716923260941,14.0,gini
0.5100599978159196,0.6483701366982124,0.21474180236760812,0.7973266260745374,827,15.0,35,1,0.17753944025587104,,entropy
0.5100599978159196,0.6483701366982124,0.20350235195974378,0.8246015927753214,931,27.0,2,10,0.06576907390620529,18.0,entropy
0.5100599978159196,0.6483701366982124,0.22108414710866628,0.7814698628514605,311,30.0,2,16,0.3324912059033191,14.0,gini
0.5100599978159196,0.6483701366982124,0.2255174467545603,0.7565441434797554,311,7.0,56,56,0.43173152147094007,14.0,gini
0.5100599978159196,0.6483701366982124,0.2264139189908976,0.7288914445554958,207,11.0,11,22,0.45884540618031255,51.0,gini
0.5100599978159196,0.6483701366982124,0.2245192445123186,0.7579717637100041,345,13.0,11,38,0.411461172955388,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21731671641548447,0.7795627782856132,173,7.0,23,22,0.27614801201534017,,entropy
0.54748482797362,0.6651419558359621,0.1979665994769949,0.831979932299677,689,5.0,29,32,0.047231573680835526,31.0,gini
0.5100599978159196,0.6483701366982124,0.2167101169101567,0.7921445992512575,242,30.0,60,28,0.2093101546814412,6.0,gini
0.5100599978159196,0.6483701366982124,0.2141264607690296,0.7952152346193123,379,21.0,5,19,0.17901026024288075,43.0,gini
0.5100599978159196,0.6483701366982124,0.22501412628696393,0.7502532845268156,276,27.0,20,50,0.42516611838978247,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21543425067596333,0.7966531365766427,931,15.0,29,47,0.20757114417804773,51.0,entropy
0.5348809957565877,0.6593585699263933,0.19833883129390673,0.8306307163007665,173,17.0,44,38,0.046328068887997065,22.0,gini
0.5100599978159196,0.6483701366982124,0.218511286351879,0.7886952919971691,724,5.0,56,38,0.2869036710795034,55.0,gini
0.5100599978159196,0.6483701366982124,0.22119542199691158,0.780997430829196,793,25.0,8,41,0.3285189316577361,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2153505616429525,0.7939670293141738,586,21.0,60,32,0.18679662825293192,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22603439661253305,0.7473917695453692,242,25.0,2,13,0.4507119297528628,60.0,entropy
0.5100599978159196,0.6483701366982124,0.21850565297990365,0.7928437385058051,827,11.0,44,60,0.2608306662733898,47.0,gini
0.5100599978159196,0.6483701366982124,0.215048575326003,0.7970915831260175,931,30.0,11,10,0.18879469030550122,35.0,gini
0.5100599978159196,0.6483701366982124,0.21963864766790356,0.788061601755343,173,3.0,8,50,0.2775781660350671,10.0,entropy
0.6378621520808204,0.7107781282860147,0.18470309202054058,0.8440645626502491,104,19.0,47,25,0.017546098864751836,47.0,gini
0.5100599978159196,0.6483701366982124,0.21549911312523545,0.7963405926853079,276,7.0,11,60,0.20618374122166222,39.0,gini
0.5100599978159196,0.6483701366982124,0.22791108436847546,0.5585029240358844,207,9.0,23,19,0.49740326498545495,60.0,gini
0.5100599978159196,0.6483701366982124,0.22324858018923371,0.769248393383146,793,25.0,47,53,0.3875472534873613,55.0,entropy
0.5423192255033668,0.6627760252365931,0.1991509504355785,0.8311523563293536,242,5.0,41,22,0.047016436869732836,31.0,gini
0.5100599978159196,0.6483701366982124,0.2099557331352977,0.8053747691946265,689,11.0,8,53,0.11823135790297246,10.0,gini
0.5100599978159196,0.6483701366982124,0.21134186438024333,0.8035312361293683,276,5.0,53,35,0.12645467434421498,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22337877961160152,0.7696220395900811,724,3.0,29,44,0.3853999183865016,31.0,gini
0.5100599978159196,0.6483701366982124,0.22145163913323465,0.7799724711607254,655,11.0,17,1,0.33665845684790907,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22759270316586583,0.7155185125891019,862,7.0,29,10,0.48717314741916007,10.0,gini
0.5100599978159196,0.6483701366982124,0.22627440757196804,0.7449890099492199,517,13.0,35,25,0.4560133470686774,47.0,gini
0.5100599978159196,0.6483701366982124,0.21309527194615538,0.8019199876483478,896,3.0,26,22,0.1615187860799162,60.0,gini
0.5100599978159196,0.6483701366982124,0.21375130924389088,0.8064032086457297,483,1.0,53,47,0.11222760726352382,6.0,entropy
0.5100599978159196,0.6483701366982124,0.2261983983617469,0.7417782921120142,655,1.0,41,35,0.45537661432718163,60.0,gini
0.5109092026753771,0.6487381703470032,0.20227381129313554,0.8256372706592876,827,23.0,23,44,0.06391370309377975,22.0,gini
0.5100599978159196,0.6483701366982124,0.21009654769959574,0.8070415062652576,552,19.0,26,13,0.1237439127244544,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21147503564695574,0.803804683995968,242,19.0,14,56,0.12859169238156337,35.0,entropy
0.5100599978159196,0.6483701366982124,0.21875281668121008,0.7921243389140478,931,17.0,60,32,0.27693488112040177,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22758132135761003,0.7304601717902001,448,17.0,2,4,0.49103884858029245,31.0,entropy
0.5100599978159196,0.6483701366982124,0.20899149063569947,0.8103325864693247,896,30.0,23,13,0.11394006439676374,51.0,entropy
0.5100599978159196,0.6483701366982124,0.2189836959829505,0.7878397019579512,483,23.0,44,13,0.26710187442175454,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21514144356891537,0.7981845925506754,965,25.0,53,7,0.18508244924181932,47.0,gini
0.5100599978159196,0.6483701366982124,0.2100927555701393,0.8046324115247685,104,25.0,32,41,0.11158462955712845,14.0,gini
0.5100599978159196,0.6483701366982124,0.21616596032148191,0.7796719488877888,69,25.0,26,38,0.19418574874419864,,entropy
0.5100599978159196,0.6483701366982124,0.2279901058131293,0.4970020520775297,1,21.0,14,7,0.3070700618576556,43.0,gini
0.7689447597369561,0.788801261829653,0.1562141695095528,0.8677333045121649,793,27.0,2,35,0.0017992090703388697,51.0,entropy
0.5100599978159196,0.6483701366982124,0.2152111769895216,0.8018634078377023,827,21.0,44,50,0.18565585311166644,22.0,gini
0.5100599978159196,0.6483701366982124,0.2216977562065254,0.7706166815008062,138,9.0,41,7,0.328945622349263,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21896716629753016,0.7892164227892734,242,23.0,8,4,0.2727646782216883,35.0,entropy
0.5100599978159196,0.6483701366982124,0.21414629716063185,0.7878193567479945,138,9.0,60,53,0.16442657426894336,26.0,gini
0.5100599978159196,0.6483701366982124,0.22150312132333938,0.7812642161851455,586,,14,19,0.3298419743007984,47.0,gini
0.5100599978159196,0.6483701366982124,0.2213799277102211,0.7752637190248423,311,21.0,41,50,0.34151160100296535,39.0,entropy
0.5100599978159196,0.6483701366982124,0.22333952689821177,0.7757543016903159,552,30.0,29,7,0.3746558505356989,47.0,entropy
0.5100599978159196,0.6483701366982124,0.21802632559296195,0.7893310313096049,724,1.0,26,7,0.23880172674429884,35.0,entropy
0.5100599978159196,0.6483701366982124,0.2117045250535632,0.8032616620974413,655,13.0,60,22,0.13597871620058066,51.0,entropy
0.5100599978159196,0.6483701366982124,0.22648449166177664,0.7479144522962782,621,7.0,41,4,0.4545835117810514,31.0,gini
0.5100599978159196,0.6483701366982124,0.2279901058131293,0.4970020520775297,1,25.0,35,60,0.369952009902329,47.0,gini
0.5100599978159196,0.6483701366982124,0.21222968742335965,0.803739350167689,724,19.0,8,50,0.1440939113232953,31.0,gini
0.5100599978159196,0.6483701366982124,0.22761031110875798,0.7256961614335908,793,3.0,41,38,0.49091287513004117,22.0,entropy
0.5100599978159196,0.6483701366982124,0.225113882292765,0.7395293098090003,104,15.0,2,41,0.4225030424647626,60.0,entropy
0.6970051912582321,0.7427970557308097,0.17783385843247523,0.853039904158784,345,19.0,44,16,0.009293676054263122,,gini
0.5100599978159196,0.6483701366982124,0.20987372334291335,0.8042371652036867,483,9.0,41,25,0.13148761325102737,,entropy
0.5100599978159196,0.6483701366982124,0.2251893706037572,0.7581888803218608,621,,14,28,0.4235045109665412,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22052695620721405,0.7833972744402472,965,21.0,17,32,0.31650581659431204,14.0,gini
0.5100599978159196,0.6483701366982124,0.2126411536644051,0.8017486841329282,724,11.0,47,60,0.14740200547475762,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22607400107759693,0.7499490521023611,621,3.0,44,16,0.4509652944922012,60.0,entropy
0.5100599978159196,0.6483701366982124,0.2248290842131336,0.759759983993485,276,21.0,47,22,0.4206233281278852,31.0,gini
0.5100599978159196,0.6483701366982124,0.21699519045488302,0.7838106229058256,276,17.0,44,13,0.2420477864121336,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2175733686375419,0.7866812495829111,414,21.0,29,10,0.253736664871642,39.0,gini
0.5100599978159196,0.6483701366982124,0.22766974942496,0.7195656270999944,896,1.0,26,22,0.49167281249288275,10.0,gini
0.5100599978159196,0.6483701366982124,0.2218322613429466,0.7692345470006845,138,27.0,60,1,0.3513190520623438,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21184250103838886,0.6475160062726295,1,,26,13,0.2420048648698177,18.0,entropy
0.5913643328668052,0.6638801261829653,0.2279901058131293,0.4970020520775297,1,11.0,17,47,0.37187622970249956,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22696443567447538,0.7382493802834498,724,27.0,38,44,0.4742631658365691,2.0,entropy
0.5100599978159196,0.6483701366982124,0.22475933133728704,0.7542052021271148,173,30.0,2,44,0.41162061086921614,39.0,gini
0.5100599978159196,0.6483701366982124,0.21959713810979214,0.5754650941670405,1,1.0,35,41,0.32053973092476945,,gini
0.5100599978159196,0.6483701366982124,0.21402024363002725,0.8001954340498985,276,9.0,20,22,0.17150698387622731,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2075439277340613,0.8072592594227179,138,11.0,29,19,0.10255023810598451,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22672972882763814,0.7456865972449627,827,1.0,41,1,0.45556446651608107,2.0,gini
0.5100599978159196,0.6483701366982124,0.22452768751119448,0.7671445556024161,483,13.0,8,44,0.40589835905957006,60.0,gini
0.5100599978159196,0.6483701366982124,0.21424399870129984,0.7935518439598539,552,,41,56,0.18002121950709193,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22273818465936243,0.7712409084313266,655,9.0,26,35,0.3555265360895938,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21372525033203485,0.8004878267261273,621,19.0,5,38,0.17700516523088716,35.0,entropy
0.5100599978159196,0.6483701366982124,0.22634758759180415,0.7456406750264222,586,,14,32,0.4479124683832337,31.0,entropy
0.5100599978159196,0.6483701366982124,0.2268410416902241,0.7426420238726184,242,27.0,2,47,0.4616840372429336,51.0,entropy
0.5100599978159196,0.6483701366982124,0.22593586880507877,0.7508229625302826,655,27.0,8,38,0.44209390373117197,51.0,entropy
0.5100599978159196,0.6483701366982124,0.21778593032480906,0.7843964994793179,104,25.0,35,47,0.21593118080216905,43.0,gini
0.5100599978159196,0.6483701366982124,0.21749469732824991,0.7935913582859856,862,1.0,50,56,0.21639784345255936,10.0,gini
0.5100599978159196,0.6483701366982124,0.21915006196682793,0.784824088379398,689,9.0,8,25,0.27793908429831027,43.0,gini
0.5100599978159196,0.6483701366982124,0.21661867474273286,0.794118011868993,931,27.0,29,60,0.2264361724610655,6.0,entropy
0.5100599978159196,0.6483701366982124,0.2191679606304256,0.7809322667464115,276,9.0,20,50,0.26606560030453513,55.0,entropy
0.5100599978159196,0.6483701366982124,0.2242350565978982,0.7568831494811802,207,21.0,2,53,0.40927696023103477,43.0,gini
0.5100599978159196,0.6483701366982124,0.22483506130402614,0.7511583978139884,173,25.0,32,19,0.4271224185525886,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22763068000556286,0.6929772142378252,689,27.0,11,32,0.49309837184342575,18.0,gini
0.5100599978159196,0.6483701366982124,0.20407771588191023,0.8239063758541593,827,23.0,17,22,0.07281679670487196,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22759625696538935,0.7153727557705709,689,19.0,38,44,0.4920721172215323,18.0,entropy
0.6585723405914592,0.7216614090431125,0.18390357953586733,0.845889423711137,173,21.0,2,38,0.015699939754422076,18.0,gini
0.5100599978159196,0.6483701366982124,0.21867834119459773,0.7892740271352237,1000,,47,10,0.27939171540780283,6.0,gini
0.5100599978159196,0.6483701366982124,0.213687799105158,0.7906538761335119,69,7.0,35,35,0.20021408169524435,51.0,entropy
0.5100599978159196,0.6483701366982124,0.22102135336507445,0.7825591378752442,793,23.0,41,10,0.3339468062156097,35.0,gini
0.5100599978159196,0.6483701366982124,0.2259668143394238,0.7053376143308652,69,17.0,41,4,0.40996022693337525,31.0,entropy
0.5100599978159196,0.6483701366982124,0.21168274896721984,0.8047820421779724,793,15.0,35,47,0.1400927279538618,14.0,entropy
0.5272090196222124,0.655888538380652,0.19959800402706643,0.8292197493159742,1000,3.0,47,41,0.05064392851128302,31.0,gini
0.5711536099876607,0.6764984227129337,0.19506574104962554,0.8357525016605959,379,9.0,50,10,0.037208917707833855,60.0,entropy
0.7076280194862661,0.7487907465825447,0.17397518914156518,0.8558381707565954,655,30.0,8,60,0.008068700031081566,60.0,gini
0.6678588213454659,0.7248685594111461,0.18377574474948036,0.8451241200878563,104,5.0,26,7,0.01210106274941053,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22476061421662688,0.7609944884122997,1000,23.0,53,13,0.41442357829188625,14.0,gini
0.5100599978159196,0.6483701366982124,0.21756942200294396,0.7860340403249336,448,7.0,56,56,0.2547088458755528,51.0,entropy
0.5100599978159196,0.6483701366982124,0.2251039097290459,0.7563159691614145,655,27.0,50,25,0.4305369283005541,39.0,gini
0.5100599978159196,0.6483701366982124,0.22401566313296578,0.747758237942832,104,,53,13,0.4201091914364031,14.0,entropy
0.5100599978159196,0.6483701366982124,0.21550945939081104,0.7931897525712078,586,,50,25,0.19769649796113237,39.0,gini
0.5100599978159196,0.6483701366982124,0.2237819608483204,0.7690603275001668,104,7.0,8,38,0.36302918658039135,2.0,gini
0.5100599978159196,0.6483701366982124,0.21655198768005182,0.7920123432618605,448,3.0,11,19,0.22365563431181734,39.0,entropy
0.6526052653734734,0.7182965299684543,0.18504607710711524,0.8475190168302174,242,23.0,50,38,0.01650801817945513,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21721881234503573,0.7900840829456024,689,13.0,38,44,0.2432562657473612,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22253661008463047,0.7782118284577253,483,30.0,23,16,0.3571155671563441,18.0,gini
0.6843065022103921,0.7360147213459516,0.1778353426147476,0.8536516911695097,724,11.0,32,10,0.01060133546646952,18.0,gini
0.5100599978159196,0.6483701366982124,0.21292584183243007,0.8024611787204721,965,,47,7,0.1583323821712364,35.0,gini
0.5100599978159196,0.6483701366982124,0.21825067148837213,0.7897658404555311,931,15.0,29,10,0.25761220940684054,31.0,gini
0.5100599978159196,0.6483701366982124,0.2132163042821592,0.807573306774145,448,23.0,2,7,0.10365832681032172,2.0,gini
0.5128446734520519,0.6495793901156677,0.20983405929801593,0.8263495470026244,689,1.0,60,16,0.02402788778980397,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22430362601006157,0.7466574262877766,35,7.0,17,4,0.37692225676497515,55.0,entropy
0.5282624095604468,0.6563617245005258,0.20826166669116633,0.8287989077992914,862,1.0,11,44,0.0014566107889439905,39.0,entropy
0.5100599978159196,0.6483701366982124,0.2268895796406655,0.7383487965820434,793,19.0,47,7,0.47504055154033614,47.0,gini
0.612206965856277,0.696950578338591,0.18976605000148536,0.8422136456559898,276,9.0,11,7,0.023219373346147543,60.0,gini
0.5100599978159196,0.6483701366982124,0.22778468199252574,0.6673206980768903,896,5.0,47,53,0.4945785793903723,55.0,gini
0.5100599978159196,0.6483701366982124,0.21206808216367143,0.7976979504056044,276,3.0,41,22,0.1558025115160082,22.0,gini
0.5100599978159196,0.6483701366982124,0.2112112087552764,0.804555322821011,448,30.0,11,35,0.13675449353021046,47.0,gini
0.5100599978159196,0.6483701366982124,0.22209012987227397,0.7731832454989316,138,,60,41,0.3332742320866014,31.0,entropy
0.5100599978159196,0.6483701366982124,0.22159627928566258,0.7763364196135778,1000,5.0,26,19,0.3450752235884461,47.0,gini
0.5100599978159196,0.6483701366982124,0.22022099303569764,0.7819608274442964,276,23.0,23,56,0.3015788375914086,60.0,entropy
0.5100599978159196,0.6483701366982124,0.22374816336755368,0.7519026408713007,173,5.0,32,28,0.40583871616879996,14.0,entropy
0.6364316298546915,0.6824921135646688,0.22243933061624555,0.5804275430687968,1,7.0,41,60,0.18328538333865846,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22140128923253444,0.7814811812385252,414,7.0,60,10,0.3418464556991653,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21701225352016512,0.7857598771023222,242,21.0,5,16,0.2385035030420345,47.0,gini
0.5100599978159196,0.6483701366982124,0.21221546138837394,0.804514741523201,862,15.0,2,38,0.14179055331316426,31.0,gini
0.5100599978159196,0.6483701366982124,0.2270979969486149,0.7364989465594625,621,11.0,47,22,0.47867161158971433,31.0,entropy
0.5100599978159196,0.6483701366982124,0.22284769017292394,0.7679629168173361,586,13.0,23,19,0.3830743135990916,14.0,gini
0.5100599978159196,0.6483701366982124,0.21159586736986452,0.8050848317657255,242,,11,10,0.12191058659466825,26.0,gini
0.7578539167064151,0.779074658254469,0.16041020927873662,0.8590176129864809,965,9.0,8,7,0.0008560877625826135,14.0,gini
0.5110303963097154,0.6487907465825447,0.20249914380318762,0.8247686465910449,931,11.0,5,19,0.06401920982600473,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21570819326510504,0.7928813916938389,448,25.0,44,50,0.21443901701932588,14.0,gini
0.5100599978159196,0.6483701366982124,0.22625797854807234,0.7285337665497006,173,15.0,14,47,0.45826074376525633,6.0,gini
0.5100599978159196,0.6483701366982124,0.22335175511519387,0.7643497445378811,414,27.0,38,38,0.3692768045539597,,gini
0.5100599978159196,0.6483701366982124,0.2171844513058305,0.7684693100631337,35,3.0,41,47,0.255988988110037,,entropy
0.757490522130456,0.7809148264984227,0.1609981252252703,0.8649449316517343,758,21.0,20,50,0.0010944849486657637,51.0,gini
0.5100599978159196,0.6483701366982124,0.22646261011431737,0.7454285719689857,827,27.0,14,22,0.46229752690862347,51.0,gini
0.5100599978159196,0.6483701366982124,0.21953753398331677,0.7872945158043725,965,9.0,2,53,0.2954501826463419,26.0,entropy
0.5100599978159196,0.6483701366982124,0.21735512210924482,0.7898700278149817,517,7.0,38,56,0.23113178065925621,10.0,gini
0.5100599978159196,0.6483701366982124,0.2138263782187108,0.7939417796719004,724,9.0,26,41,0.18388330160439087,,entropy
0.5100599978159196,0.6483701366982124,0.21807979126167054,0.7811139126123037,69,27.0,53,16,0.2616640048791612,47.0,entropy
0.5864128073141744,0.6840168243953733,0.19407751789235167,0.8375995993812341,207,17.0,60,4,0.03396727907351599,55.0,entropy
0.5100599978159196,0.6483701366982124,0.2241063237106041,0.7681271031466741,655,19.0,41,16,0.3949759401874184,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21458147151494186,0.7794330017929003,35,23.0,60,7,0.24160249740368672,35.0,entropy
0.5100599978159196,0.6483701366982124,0.21026420946472024,0.8062359305234602,586,,47,32,0.1272936607571704,26.0,entropy
0.5100599978159196,0.6483701366982124,0.21830563842716427,0.787422103792677,276,13.0,2,38,0.2592965113946803,31.0,gini
0.5100599978159196,0.6483701366982124,0.22687851993320626,0.7334094451921869,483,1.0,38,56,0.4764479783785549,35.0,gini
0.5100599978159196,0.6483701366982124,0.22634587822667174,0.7405860240095786,448,3.0,29,13,0.45670851671852203,43.0,gini
0.5100599978159196,0.6483701366982124,0.2225780698044862,0.7731155958571235,724,13.0,14,1,0.3671196460207259,18.0,gini
0.5100599978159196,0.6483701366982124,0.22511085176609902,0.756340327639843,655,13.0,50,4,0.42216388380213515,43.0,entropy
0.5100599978159196,0.6483701366982124,0.215634594182162,0.7959514753890373,311,1.0,8,53,0.13986849133228585,6.0,entropy
0.5100599978159196,0.6483701366982124,0.22337084344279864,0.772275773961856,793,9.0,26,7,0.3824116961122879,47.0,entropy
0.5100599978159196,0.6483701366982124,0.21409801206426313,0.797350905742558,827,,38,10,0.17530284342187014,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21681733867016445,0.7931161497124221,965,17.0,26,44,0.23312570061753773,22.0,gini
0.5100599978159196,0.6483701366982124,0.21950346528170794,0.7824030447685797,827,13.0,17,35,0.3008657676577722,6.0,entropy
